timestamp,open,high,low,close,volume
2017-06-04 00:00:00+00:00,70.34,71.235,69.84549999999999,70.93,28696584.5
2017-06-11 00:00:00+00:00,72.276,72.576,71.224,71.892,32499893.6
2017-06-18 00:00:00+00:00,69.922,70.41904,69.10799999999999,70.12,34639073.4
2017-06-25 00:00:00+00:00,70.40599999999999,70.85499999999999,69.958,70.50399999999999,23157711.2
2017-07-02 00:00:00+00:00,69.852,70.1202,69.049,69.392,24774262.6
2017-07-09 00:00:00+00:00,68.6425,82.8775,58.542500000000004,68.82,18860454.25
2017-07-16 00:00:00+00:00,70.756,71.50398,70.554,71.134,19273564.0
2017-07-23 00:00:00+00:00,73.432,73.894,73.056,73.704,31953838.8
2017-07-30 00:00:00+00:00,73.584,74.034,73.06,73.60799999999999,22960470.6
2017-08-06 00:00:00+00:00,72.736,72.97999999999999,72.08599999999998,72.474,22658202.0
2017-08-13 00:00:00+00:00,72.112,72.686,71.738,72.314,21872189.4
2017-08-20 00:00:00+00:00,73.148,73.624,72.69800000000001,73.07000000000001,19836299.2
2017-08-27 00:00:00+00:00,72.67999999999999,73.01599999999999,72.226,72.708,15147581.2
2017-09-03 00:00:00+00:00,73.386,74.03198,72.97386,73.72,18470756.2
2017-09-10 00:00:00+00:00,73.7825,74.2425,73.4425,73.83250000000001,17821033.25
2017-09-17 00:00:00+00:00,74.762,75.25899999999999,74.364,74.946,20027375.4
2017-09-24 00:00:00+00:00,75.006,75.396,74.464,74.832,18857186.4
2017-10-01 00:00:00+00:00,73.788,74.147,73.25399999999999,73.74600000000001,17939699.6
2017-10-08 00:00:00+00:00,74.822,75.352,74.53999999999999,75.106,15231002.4
2017-10-15 00:00:00+00:00,76.532,76.96000000000001,76.322,76.72200000000001,14703009.4
2017-10-22 00:00:00+00:00,77.664,78.036,77.508,77.914,16293046.4
2017-10-29 00:00:00+00:00,80.00800000000001,80.652,79.518,79.77799999999999,32349817.0
2017-11-05 00:00:00+00:00,83.854,84.289,83.123,83.688,24557472.4
2017-11-12 00:00:00+00:00,84.22,84.515,83.59450000000001,84.252,19409619.4
2017-11-19 00:00:00+00:00,83.364,83.654,82.862,83.312,19121940.6
